Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
459,Dru Smith,SG,26,MIA,9,0,14.6,1.7,3.7,.455,0.8,1.9,.412,0.9,1.8,.500,.561,0.2,0.2,1.000,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3,smithdr01
460,Ish Smith,PG,35,CHO,43,5,17.2,1.5,3.7,.418,0.1,0.2,.500,1.4,3.5,.413,.430,0.1,0.1,.750,0.3,1.5,1.8,3.4,0.4,0.1,1.1,1.1,3.2,smithis01
461,Jabari Smith Jr.,PF,20,HOU,57,57,32.0,4.9,10.8,.450,1.7,4.8,.357,3.2,6.0,.523,.528,1.9,2.4,.807,2.0,6.5,8.5,1.5,0.7,0.8,1.2,2.7,13.3,smithja05
462,Jalen Smith,C,23,IND,44,13,17.7,4.0,6.6,.612,1.1,2.4,.443,3.0,4.2,.708,.692,1.1,1.6,.694,1.7,3.9,5.6,1.0,0.3,0.6,0.8,2.1,10.3,smithja04
463,Nick Smith Jr.,SG,19,CHO,37,0,15.5,2.4,5.9,.406,1.4,3.1,.451,1.0,2.8,.356,.523,0.3,0.4,.846,0.4,1.0,1.5,1.2,0.2,0.2,0.9,1.2,6.4,smithni01
464,Terquavion Smith,PG,21,PHI,12,0,5.8,1.3,3.3,.400,1.0,2.6,.387,0.3,0.8,.444,.550,0.2,0.3,.667,0.0,0.2,0.2,0.8,0.6,0.0,0.3,0.3,3.8,smithte01
465,Jeremy Sochan,PF,20,SAS,62,61,29.5,4.5,10.2,.442,0.9,2.8,.330,3.6,7.3,.486,.488,1.5,1.9,.776,1.8,4.3,6.2,3.4,0.8,0.4,1.9,2.3,11.4,sochaje01
466,Pat Spencer,PG,27,GSW,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spencpa01
467,Jaden Springer,SG-PG,21,TOT,37,1,10.7,1.3,3.4,.381,0.2,1.1,.205,1.1,2.4,.460,.413,0.8,0.9,.824,0.8,0.9,1.7,1.0,0.7,0.3,0.7,1.4,3.6,sprinja01
467,Jaden Springer,SG,21,PHI,32,1,11.8,1.4,3.7,.390,0.3,1.2,.216,1.2,2.5,.469,.424,0.9,1.1,.824,0.8,1.0,1.8,1.1,0.8,0.3,0.8,1.5,4.0,sprinja01
467,Jaden Springer,PG,21,BOS,5,0,3.8,0.4,1.6,.250,0.0,0.4,.000,0.4,1.2,.333,.250,0.0,0.0,,0.6,0.2,0.8,0.2,0.0,0.0,0.2,0.4,0.8,sprinja01
468,Lamar Stevens,PF,26,TOT,29,2,11.2,2.4,4.7,.507,0.3,0.7,.421,2.1,4.0,.521,.537,0.7,1.0,.690,0.8,2.0,2.8,0.6,0.4,0.5,0.7,1.1,5.7,stevela01
468,Lamar Stevens,PF,26,BOS,19,1,6.4,1.1,2.4,.467,0.2,0.4,.375,0.9,1.9,.486,.500,0.4,0.6,.727,0.6,1.0,1.6,0.4,0.3,0.3,0.5,0.7,2.8,stevela01
468,Lamar Stevens,PF,26,MEM,10,1,20.2,4.8,9.1,.527,0.5,1.1,.455,4.3,8.0,.538,.555,1.2,1.8,.667,1.2,3.9,5.1,0.8,0.5,0.9,1.1,1.8,11.3,stevela01
469,Isaiah Stewart,PF,22,DET,39,38,30.8,4.1,8.7,.475,1.5,3.9,.377,2.7,4.8,.553,.559,1.5,2.0,.740,1.7,5.1,6.8,1.7,0.4,0.8,1.5,2.4,11.2,stewais01
470,Julian Strawther,SF,21,DEN,39,0,12.7,1.9,5.1,.375,1.0,3.2,.304,0.9,1.9,.493,.470,0.5,0.6,.720,0.1,1.2,1.3,1.1,0.4,0.2,0.4,1.2,5.3,strawju01
471,Max Strus,SF,27,CLE,60,60,32.2,4.4,10.6,.412,2.4,7.1,.340,2.0,3.6,.553,.525,1.0,1.3,.785,0.9,3.9,4.7,3.8,0.9,0.5,1.5,2.6,12.2,strusma01
472,Jalen Suggs,SG,22,ORL,58,58,26.6,4.4,9.6,.460,2.1,5.2,.393,2.3,4.3,.542,.568,1.4,1.8,.757,0.7,2.6,3.3,2.6,1.4,0.6,1.9,2.8,12.2,suggsja01
473,Cole Swider,SF,24,MIA,11,0,5.0,0.8,2.3,.360,0.5,1.7,.263,0.4,0.5,.667,.460,0.2,0.2,1.000,0.1,0.3,0.4,0.4,0.1,0.1,0.5,0.2,2.3,swideco01
474,Jae'Sean Tate,SF,28,HOU,54,9,16.9,1.7,3.7,.470,0.4,1.3,.304,1.3,2.4,.558,.523,0.4,0.6,.688,1.0,2.3,3.2,1.1,0.7,0.2,0.5,2.3,4.2,tateja01
475,Jayson Tatum,PF,25,BOS,58,58,35.7,9.2,19.3,.476,3.1,8.4,.372,6.1,10.9,.556,.557,5.6,6.7,.829,0.8,7.7,8.5,4.8,1.0,0.6,2.5,2.0,27.1,tatumja01
476,Terry Taylor,PF,24,CHI,23,0,7.0,0.7,1.5,.500,0.1,0.4,.222,0.7,1.1,.600,.529,0.1,0.1,.667,0.7,0.8,1.4,0.3,0.2,0.1,0.3,0.7,1.7,taylote01
477,Garrett Temple,SG,37,TOR,16,0,4.3,0.5,1.3,.381,0.1,0.6,.222,0.4,0.8,.500,.429,0.3,0.4,.833,0.3,0.4,0.7,0.4,0.2,0.0,0.3,0.4,1.4,templga01
478,Dalen Terry,SG,21,CHI,40,1,10.1,0.8,2.1,.393,0.3,1.2,.239,0.6,1.0,.579,.458,0.5,0.7,.692,0.4,1.3,1.7,1.3,0.4,0.2,0.5,1.3,2.4,terryda01
479,Daniel Theis,C,31,TOT,46,3,17.2,2.6,4.9,.535,0.4,1.1,.373,2.2,3.8,.583,.577,0.7,0.9,.721,1.4,2.5,4.0,1.0,0.4,0.8,0.7,2.3,6.3,theisda01
479,Daniel Theis,C,31,IND,1,0,8.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,theisda01
479,Daniel Theis,C,31,LAC,45,3,17.4,2.7,4.9,.541,0.4,1.1,.380,2.2,3.8,.587,.583,0.7,1.0,.721,1.5,2.6,4.0,1.0,0.4,0.8,0.7,2.3,6.4,theisda01
480,Cam Thomas,SG,22,BRK,48,33,29.8,7.5,17.3,.437,2.0,5.6,.360,5.5,11.7,.474,.495,3.8,4.5,.839,0.4,2.5,2.9,2.7,0.8,0.3,1.8,2.1,20.9,thomaca02
481,Amen Thompson,SF,21,HOU,43,6,19.5,3.0,6.2,.494,0.2,1.1,.143,2.9,5.0,.574,.508,1.3,2.1,.637,1.8,3.8,5.6,2.3,1.2,0.6,1.4,2.3,7.6,thompam01
482,Ausar Thompson,SF,21,DET,61,36,25.0,3.7,7.6,.488,0.3,1.7,.183,3.4,5.9,.577,.509,1.1,1.9,.600,2.0,4.4,6.4,1.9,1.1,1.0,1.3,2.8,8.8,thompau01
483,Klay Thompson,SF,33,GSW,58,51,29.8,6.0,14.2,.421,3.3,8.6,.378,2.7,5.5,.489,.537,1.6,1.8,.922,0.5,3.0,3.5,2.2,0.6,0.5,1.5,1.8,16.8,thompkl01
484,Tristan Thompson,C,32,CLE,36,0,12.4,1.7,2.6,.649,0.0,0.0,.000,1.7,2.6,.656,.649,0.4,1.2,.310,1.6,2.3,3.9,1.1,0.2,0.3,0.6,1.4,3.8,thomptr01
485,JT Thor,PF,21,CHO,47,1,12.7,1.1,3.0,.364,0.4,1.3,.306,0.7,1.7,.407,.430,0.1,0.3,.538,0.8,1.6,2.4,0.4,0.2,0.4,0.3,1.0,2.8,thorjt01
486,Matisse Thybulle,SF,26,POR,58,19,23.3,1.9,4.9,.393,1.2,3.6,.341,0.7,1.3,.541,.519,0.4,0.5,.815,0.4,1.6,2.0,1.3,1.8,0.7,0.6,1.5,5.5,thybuma01
487,Xavier Tillman Sr.,C-PF,25,TOT,37,13,19.9,2.5,6.0,.421,0.4,1.5,.236,2.2,4.5,.482,.450,0.5,1.2,.444,1.5,2.9,4.4,1.6,1.2,1.0,0.8,1.7,5.9,tillmxa01
487,Xavier Tillman Sr.,C,25,MEM,34,13,20.6,2.6,6.3,.408,0.4,1.6,.226,2.2,4.7,.469,.437,0.5,1.3,.419,1.6,3.0,4.6,1.7,1.2,1.0,0.9,1.8,6.0,tillmxa01
487,Xavier Tillman Sr.,PF,25,BOS,3,0,12.0,2.0,2.7,.750,0.3,0.7,.500,1.7,2.0,.833,.813,0.7,0.7,1.000,0.0,1.7,1.7,0.7,0.3,0.7,0.0,1.0,5.0,tillmxa01
488,Jacob Toppin,SF,23,NYK,8,0,4.6,0.6,1.1,.556,0.1,0.5,.250,0.5,0.6,.800,.611,0.3,0.3,1.000,0.4,0.5,0.9,0.4,0.0,0.1,0.1,0.4,1.6,toppija01
489,Obi Toppin,PF,25,IND,63,28,22.0,4.1,7.2,.564,1.3,3.2,.402,2.8,4.1,.689,.651,1.0,1.3,.753,1.0,2.8,3.8,1.5,0.5,0.5,0.9,1.8,10.4,toppiob01
490,Juan Toscano-Anderson,SF,30,SAC,11,0,4.8,0.3,1.1,.250,0.1,0.4,.250,0.2,0.7,.250,.292,0.0,0.0,,0.4,0.9,1.3,0.4,0.1,0.1,0.2,1.0,0.6,toscaju01
491,Karl-Anthony Towns,PF,28,MIN,60,60,32.8,7.9,15.5,.506,2.2,5.3,.423,5.6,10.3,.550,.578,4.2,4.8,.874,1.5,6.9,8.4,3.0,0.7,0.7,2.8,3.3,22.1,townska01
492,Gary Trent Jr.,SG,25,TOR,57,27,26.9,4.4,10.4,.418,2.4,5.9,.408,2.0,4.5,.432,.534,0.7,1.0,.702,0.3,2.1,2.4,1.5,1.0,0.2,0.6,1.2,11.8,trentga02
493,Oscar Tshiebwe,PF,24,IND,8,0,5.3,1.3,2.5,.500,0.0,0.0,,1.3,2.5,.500,.500,0.8,1.0,.750,1.0,1.0,2.0,0.3,0.3,0.1,0.0,0.4,3.3,tshieos01
494,P.J. Tucker,PF,38,TOT,18,3,14.9,0.3,1.1,.300,0.3,0.9,.313,0.1,0.2,.250,.425,0.2,0.2,1.000,0.9,1.7,2.7,0.4,0.5,0.2,0.3,2.1,1.1,tuckepj01
494,P.J. Tucker,PF,38,PHI,3,3,22.0,0.7,1.7,.400,0.7,1.7,.400,0.0,0.0,,.600,0.0,0.0,,0.3,4.3,4.7,0.0,1.0,0.7,0.7,3.0,2.0,tuckepj01
494,P.J. Tucker,PF,38,LAC,15,0,13.5,0.3,1.0,.267,0.2,0.7,.273,0.1,0.3,.250,.367,0.2,0.2,1.000,1.1,1.2,2.3,0.5,0.4,0.1,0.2,1.9,0.9,tuckepj01
495,Myles Turner,C,27,IND,59,59,27.3,6.2,11.9,.523,1.4,4.1,.332,4.9,7.8,.622,.580,3.4,4.3,.789,1.6,5.5,7.1,1.3,0.6,1.7,1.5,3.1,17.3,turnemy01
496,Hunter Tyson,PF,23,DEN,10,0,3.0,0.2,1.0,.200,0.1,0.8,.125,0.1,0.2,.500,.250,0.0,0.0,,0.1,0.7,0.8,0.1,0.0,0.0,0.2,0.6,0.5,tysonhu01
497,Stanley Umude,SG,24,DET,17,0,11.2,1.5,3.1,.481,1.0,1.8,.548,0.5,1.2,.381,.644,1.3,1.4,.917,0.2,1.6,1.8,0.5,0.2,0.3,0.6,1.6,5.2,umudest01
498,Jonas Valančiūnas,C,31,NOP,62,62,25.1,5.4,9.4,.568,0.6,1.5,.365,4.8,7.9,.609,.598,2.2,2.7,.798,2.6,6.9,9.5,2.2,0.4,1.0,1.4,2.8,13.4,valanjo01
499,Jarred Vanderbilt,PF,24,LAL,29,6,20.0,2.0,3.9,.518,0.3,0.9,.296,1.8,3.0,.586,.553,0.8,1.2,.667,1.4,3.3,4.8,1.2,1.2,0.2,1.0,1.5,5.2,vandeja01
500,Fred VanVleet,PG,29,HOU,55,55,36.8,5.5,13.5,.409,3.0,7.9,.379,2.5,5.6,.451,.520,2.5,2.9,.852,0.4,3.3,3.8,8.0,1.2,0.9,1.7,2.3,16.6,vanvlfr01
501,Devin Vassell,SG,23,SAS,57,51,32.2,7.2,15.4,.469,2.5,6.6,.372,4.7,8.7,.542,.549,2.4,3.1,.790,0.5,3.4,3.9,3.9,1.0,0.4,1.5,1.0,19.3,vassede01
502,Sasha Vezenkov,PF,28,SAC,35,0,12.6,2.1,4.7,.448,1.1,2.9,.380,1.0,1.9,.554,.564,0.3,0.4,.769,0.9,1.6,2.5,0.4,0.5,0.2,0.3,1.0,5.6,vezenal01
503,Gabe Vincent,PG,27,LAL,5,0,25.4,2.4,6.4,.375,0.4,3.4,.118,2.0,3.0,.667,.406,0.2,0.4,.500,0.4,0.6,1.0,3.0,1.2,0.0,0.4,2.4,5.4,vincega01
504,Nikola Vučević,C,33,CHI,57,55,34.5,7.7,16.2,.474,1.2,4.2,.276,6.5,12.0,.543,.510,1.3,1.6,.835,2.9,7.9,10.7,3.3,0.7,0.8,1.6,2.6,17.8,vucevni01
505,Dean Wade,PF,27,CLE,53,31,20.3,1.8,4.3,.417,1.5,3.8,.395,0.3,0.6,.567,.589,0.4,0.5,.769,0.7,3.4,4.0,0.8,0.8,0.5,0.4,1.7,5.5,wadede01
506,Franz Wagner,SF,22,ORL,55,55,33.1,7.6,15.7,.482,1.5,5.0,.304,6.1,10.8,.564,.530,3.7,4.4,.847,1.0,4.5,5.5,4.0,1.0,0.4,2.1,2.3,20.4,wagnefr01
507,Moritz Wagner,C,26,ORL,61,1,18.5,4.3,7.2,.597,0.5,1.5,.326,3.8,5.7,.666,.630,2.3,2.8,.807,1.6,3.0,4.6,1.2,0.5,0.3,1.2,2.1,11.3,wagnemo01
508,Ish Wainright,SF,29,POR,7,0,6.6,0.9,2.6,.333,0.9,2.3,.375,0.0,0.3,.000,.500,0.3,0.3,1.000,0.0,1.3,1.3,0.0,0.3,0.1,0.1,0.6,2.9,wainris01
509,Jabari Walker,SF,21,POR,57,15,22.1,3.1,6.7,.469,0.5,1.9,.264,2.6,4.8,.547,.505,1.7,2.2,.768,2.0,4.4,6.5,0.9,0.6,0.4,0.9,2.3,8.5,walkeja01
510,Jarace Walker,PF,20,IND,21,0,9.9,1.4,3.6,.395,0.7,1.8,.378,0.8,1.9,.410,.487,0.3,0.3,.857,0.4,1.4,1.8,1.3,0.6,0.4,0.6,0.9,3.8,walkeja02
511,Lonnie Walker IV,SG,25,BRK,42,0,18.1,4.0,9.0,.449,2.1,4.9,.430,1.9,4.1,.471,.566,0.9,1.2,.765,0.2,1.9,2.1,1.4,0.7,0.3,1.0,1.4,11.1,walkelo01
512,Cason Wallace,SG,20,OKC,62,9,20.4,2.6,5.1,.502,1.1,2.8,.410,1.4,2.3,.611,.614,0.4,0.5,.793,0.6,1.6,2.3,1.3,0.8,0.4,0.5,1.6,6.6,wallaca01
513,Jordan Walsh,SF,19,BOS,4,0,8.3,0.3,1.3,.200,0.0,0.8,.000,0.3,0.5,.500,.200,0.0,0.0,,0.5,2.3,2.8,0.5,0.5,0.3,0.5,1.3,0.5,walshjo01
514,P.J. Washington,PF,25,TOT,54,26,29.8,5.1,11.4,.446,1.8,5.6,.321,3.3,5.8,.567,.525,1.5,2.1,.712,1.2,4.1,5.3,2.1,0.9,0.7,1.5,2.5,13.4,washipj01
514,P.J. Washington,PF,25,CHO,44,17,29.2,5.2,11.6,.446,1.8,5.5,.324,3.4,6.0,.558,.524,1.5,2.1,.713,1.2,4.1,5.3,2.2,0.9,0.7,1.5,2.5,13.6,washipj01
514,P.J. Washington,PF,25,DAL,10,9,32.4,4.7,10.5,.448,1.8,5.8,.310,2.9,4.7,.617,.533,1.2,1.7,.706,1.1,4.3,5.4,1.5,0.9,0.8,1.4,2.1,12.4,washipj01
515,TyTy Washington Jr.,PG,22,MIL,5,0,4.2,0.2,1.4,.143,0.2,0.6,.333,0.0,0.8,.000,.214,0.0,0.0,,0.0,0.2,0.2,0.2,0.4,0.0,0.4,0.0,0.6,washity02
516,Yuta Watanabe,SF,29,TOT,34,0,13.6,1.2,3.4,.353,0.7,2.5,.294,0.5,0.9,.516,.461,0.3,0.5,.588,0.3,1.3,1.6,0.4,0.4,0.2,0.6,1.1,3.4,watanyu01
516,Yuta Watanabe,SF,29,PHO,29,0,13.2,1.2,3.3,.361,0.8,2.6,.320,0.4,0.8,.500,.485,0.3,0.5,.667,0.4,1.2,1.6,0.3,0.3,0.2,0.6,1.2,3.6,watanyu01
516,Yuta Watanabe,SF,29,MEM,5,0,16.4,1.2,3.8,.316,0.2,2.0,.100,1.0,1.8,.556,.342,0.0,0.4,.000,0.0,1.8,1.8,1.0,0.6,0.0,0.6,1.0,2.6,watanyu01
517,Lindy Waters III,SG,26,OKC,26,0,6.8,0.9,2.1,.436,0.8,2.0,.431,0.1,0.2,.500,.636,0.0,0.0,,0.1,0.9,1.0,0.6,0.1,0.2,0.2,0.7,2.7,waterli01
518,Trendon Watford,PF,23,BRK,44,0,11.6,2.3,4.3,.529,0.3,0.9,.350,1.9,3.3,.578,.567,1.0,1.1,.894,0.8,1.8,2.6,1.3,0.3,0.3,0.7,1.6,5.8,watfotr01
519,Peyton Watson,SF,21,DEN,60,4,18.2,2.6,5.5,.465,0.7,2.1,.323,1.9,3.5,.551,.526,0.9,1.4,.679,0.7,2.2,2.9,1.0,0.6,1.0,0.8,1.7,6.7,watsope01
520,Victor Wembanyama,C,20,SAS,56,56,28.8,7.6,16.1,.469,1.7,5.0,.335,5.9,11.1,.531,.522,3.9,4.8,.815,2.2,8.1,10.3,3.4,1.3,3.4,3.5,2.2,20.7,wembavi01
521,Blake Wesley,SG,20,SAS,41,1,13.1,1.5,3.1,.496,0.1,0.8,.129,1.4,2.3,.615,.512,0.7,1.2,.625,0.3,0.9,1.2,2.6,0.5,0.1,0.8,1.5,3.9,weslebl01
522,Russell Westbrook,PG,35,LAC,58,10,22.6,4.4,9.8,.452,0.6,2.4,.268,3.8,7.4,.510,.484,1.6,2.3,.677,1.4,3.7,5.1,4.4,1.1,0.4,2.0,1.8,11.1,westbru01
523,Coby White,PG,23,CHI,62,62,36.8,7.0,15.3,.457,2.9,7.4,.393,4.1,7.9,.516,.551,2.8,3.4,.834,0.5,4.2,4.8,5.3,0.7,0.2,2.2,2.3,19.7,whiteco01
524,Derrick White,SG,29,BOS,57,57,32.1,5.3,11.3,.469,2.6,6.5,.405,2.7,4.8,.557,.586,2.0,2.2,.898,0.6,3.3,4.0,4.9,1.0,1.2,1.6,2.0,15.3,whitede01
525,Cam Whitmore,SF,19,HOU,36,1,17.6,4.5,9.6,.468,1.6,4.4,.365,2.9,5.2,.556,.552,1.5,2.3,.671,0.8,2.9,3.8,0.5,0.6,0.3,1.0,1.3,12.1,whitmca01
526,Aaron Wiggins,SG,25,OKC,59,0,14.5,2.4,4.2,.570,0.8,1.6,.500,1.6,2.7,.611,.663,0.6,0.8,.783,0.7,1.6,2.3,0.9,0.6,0.2,0.6,1.2,6.2,wiggiaa01
527,Andrew Wiggins,SF,28,GSW,52,41,27.0,4.8,10.6,.453,1.2,3.3,.353,3.7,7.3,.497,.507,1.8,2.5,.727,1.5,2.7,4.2,1.7,0.6,0.5,1.2,2.2,12.6,wiggian01
528,Lindell Wigginton,PG,25,MIL,3,0,2.7,0.7,1.7,.400,0.0,0.7,.000,0.7,1.0,.667,.400,0.7,0.7,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0,wiggili01
529,Alondes Williams,SG,24,MIA,2,0,4.5,0.0,1.5,.000,0.0,1.0,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,willial06
530,Brandon Williams,PG,24,DAL,12,0,4.9,0.7,1.8,.364,0.2,0.5,.333,0.5,1.3,.375,.409,0.5,0.9,.545,0.3,0.3,0.6,1.0,0.1,0.1,0.3,0.2,2.0,willibr03
531,Grant Williams,PF,25,TOT,58,34,27.0,3.1,7.2,.434,1.7,4.5,.373,1.5,2.7,.535,.550,1.2,1.6,.774,1.1,2.9,3.9,1.8,0.5,0.6,1.3,2.9,9.2,willigr01
531,Grant Williams,PF,25,DAL,47,33,26.4,2.8,6.7,.413,1.7,4.5,.376,1.1,2.3,.486,.538,0.9,1.2,.745,1.0,2.6,3.6,1.7,0.5,0.6,1.1,2.9,8.1,willigr01
531,Grant Williams,PF,25,CHO,11,1,29.6,4.6,9.3,.500,1.6,4.5,.360,3.0,4.7,.635,.588,2.8,3.5,.816,1.5,3.9,5.5,2.3,0.5,0.5,2.0,3.0,13.7,willigr01
532,Jalen Williams,PF,22,OKC,56,56,32.0,7.6,14.0,.540,1.5,3.4,.453,6.0,10.6,.567,.594,2.7,3.3,.815,0.5,3.5,4.0,4.5,1.1,0.5,1.7,2.6,19.3,willija06
533,Jaylin Williams,C,21,OKC,50,0,12.6,1.3,3.3,.394,0.8,2.1,.362,0.5,1.2,.450,.509,0.5,0.6,.821,0.5,2.7,3.2,1.3,0.4,0.4,0.4,1.4,3.8,willija07
534,Jeenathan Williams,SG,24,HOU,11,0,6.9,1.3,2.7,.467,0.1,0.3,.333,1.2,2.5,.481,.483,0.4,0.6,.571,0.7,0.2,0.9,0.5,0.2,0.0,0.2,0.8,3.0,willije02
535,Kenrich Williams,PF,29,OKC,51,1,14.2,1.6,3.7,.449,0.8,2.0,.386,0.9,1.7,.523,.553,0.1,0.2,.300,0.7,2.0,2.8,1.2,0.5,0.1,0.4,1.4,4.1,willike04
536,Mark Williams,C,22,CHO,19,19,26.7,5.2,7.9,.649,0.0,0.0,,5.2,7.9,.649,.649,2.4,3.4,.719,4.0,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7,willima07
537,Patrick Williams,PF,22,CHI,43,30,27.3,3.7,8.3,.443,1.4,3.4,.399,2.3,4.9,.474,.525,1.2,1.5,.788,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2.0,10.0,willipa01
538,Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,.654,0.0,0.0,,2.8,4.3,.654,.654,1.2,1.5,.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8,williro04
539,Vince Williams Jr.,SG,23,MEM,51,32,27.5,3.2,7.3,.445,1.5,4.0,.373,1.7,3.3,.533,.547,2.0,2.5,.802,1.2,4.4,5.6,3.3,0.9,0.6,1.7,2.6,9.9,willivi01
540,Ziaire Williams,SF,22,MEM,51,15,20.4,2.9,7.4,.397,1.1,3.7,.307,1.8,3.7,.487,.474,1.2,1.5,.827,0.7,2.8,3.5,1.5,0.7,0.2,1.3,1.7,8.2,willizi02
541,Zion Williamson,PF,23,NOP,51,51,30.5,8.7,15.1,.576,0.1,0.3,.385,8.6,14.9,.579,.579,4.5,6.6,.687,1.7,3.8,5.5,5.2,0.9,0.5,2.6,2.3,22.0,willizi01
542,Jalen Wilson,PF,23,BRK,24,1,14.4,1.7,3.8,.444,0.6,1.5,.405,1.0,2.2,.472,.528,0.9,1.0,.913,1.2,1.5,2.7,1.2,0.3,0.0,0.3,1.1,4.8,wilsoja03
543,Dylan Windler,SF,27,TOT,11,0,3.2,0.5,1.0,.455,0.5,0.9,.500,0.0,0.1,.000,.682,0.0,0.0,,0.0,0.4,0.4,0.6,0.0,0.0,0.0,0.3,1.4,windldy01
543,Dylan Windler,SF,27,NYK,3,0,2.3,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.0,windldy01
543,Dylan Windler,SF,27,LAL,8,0,3.5,0.5,1.1,.444,0.5,1.0,.500,0.0,0.1,.000,.667,0.0,0.0,,0.0,0.4,0.4,0.8,0.0,0.0,0.0,0.3,1.5,windldy01
544,James Wiseman,C,22,DET,42,0,14.4,2.5,3.9,.660,0.0,0.0,.000,2.5,3.8,.669,.660,0.7,1.2,.608,1.5,2.7,4.2,0.7,0.2,0.6,0.8,2.1,5.8,wisemja01
545,Christian Wood,PF,28,LAL,50,1,17.4,2.5,5.3,.466,0.7,2.3,.307,1.8,3.0,.587,.532,1.3,1.9,.702,0.8,4.3,5.1,1.0,0.3,0.7,1.0,1.4,6.9,woodch01
546,Delon Wright,PG,31,TOT,36,1,14.2,1.4,3.6,.397,0.4,1.2,.381,1.0,2.5,.404,.458,0.8,1.0,.829,0.4,1.4,1.8,2.5,1.1,0.3,0.3,0.6,4.1,wrighde01
546,Delon Wright,PG,31,WAS,33,0,13.8,1.5,3.7,.393,0.4,1.2,.368,1.0,2.5,.405,.451,0.7,0.9,.828,0.4,1.4,1.8,2.5,1.1,0.2,0.3,0.7,4.1,wrighde01
546,Delon Wright,PG,31,MIA,3,1,18.7,1.3,3.0,.444,0.7,1.3,.500,0.7,1.7,.400,.556,1.7,2.0,.833,0.3,1.0,1.3,3.0,1.0,0.3,0.0,0.3,5.0,wrighde01
547,Thaddeus Young,PF,35,TOT,25,6,15.2,2.3,3.7,.613,0.0,0.2,.167,2.2,3.5,.644,.618,0.2,0.6,.357,1.4,2.0,3.4,2.0,0.8,0.1,0.5,1.7,4.8,youngth01
547,Thaddeus Young,PF,35,TOR,23,6,15.2,2.3,3.8,.621,0.0,0.3,.167,2.3,3.5,.654,.626,0.2,0.5,.417,1.3,2.0,3.3,2.2,0.8,0.1,0.5,1.7,5.0,youngth01
547,Thaddeus Young,PF,35,PHO,2,0,14.5,1.5,3.0,.500,0.0,0.0,,1.5,3.0,.500,.500,0.0,1.0,.000,3.5,1.5,5.0,0.0,0.5,0.0,0.5,2.0,3.0,youngth01
548,Trae Young,PG,25,ATL,51,51,36.5,8.2,19.3,.426,3.3,8.9,.371,4.9,10.3,.473,.512,6.6,7.8,.856,0.4,2.3,2.7,10.8,1.4,0.2,4.3,2.1,26.4,youngtr01
549,Omer Yurtseven,C,25,UTA,34,6,9.2,1.4,2.8,.521,0.1,0.5,.235,1.3,2.3,.584,.543,0.2,0.4,.533,1.3,2.4,3.7,0.5,0.1,0.4,0.7,1.1,3.2,yurtsom01
550,Cody Zeller,C,31,NOP,39,0,7.7,0.6,1.5,.417,0.0,0.1,.333,0.6,1.5,.421,.425,0.6,0.9,.611,1.2,1.6,2.7,0.9,0.2,0.1,0.4,1.1,1.9,zelleco01
551,Ivica Zubac,C,26,LAC,49,49,26.2,4.9,7.5,.648,0.0,0.0,,4.9,7.5,.648,.648,1.7,2.5,.669,3.0,6.3,9.2,1.3,0.2,1.2,1.2,2.7,11.4,zubaciv01
